CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	發生通訊錯誤。
Shoes_BasicSkillSame_00	基本裝備能力是一樣的，\n如果換購的話很浪費喔！
Shoes_SoldOut_00	喔唷？已經售完了呢。
Shoes_ExpRarityUpAndReplace_00	喔唷？目前販售的鞋子\n跟你持有的相同耶～\n你可以{color[0100]}提升稀有度{color[ffff]}或是{color[0100]}換購{color[ffff]}呢。{[0004]}{color[0100]}提升稀有度{color[ffff]}的話\n可以增加裝備能力的能力槽，\n也能增加獲得的經驗值呢☆\n{color[0100]}換購{color[ffff]}的話可以把舊鞋子換成新品喔！{[0004]}你覺得呢？想試試看嗎？
Shoes_RarityUp_00	那個鞋子跟你持有的相同呢，\n你想要{color[0100]}提升稀有度{color[ffff]}或是{color[0100]}換購{color[ffff]}嗎？
Shoes_ReplaceConfirm_00	{color[0100]}稀有度{color[ffff]}跟{color[0100]}追加裝備能力{color[ffff]}都會被重置喔！\n沒問題嗎？
Shoes_ThankYou_00	多謝惠顧☆\n想要更換鞋子的時候\n就透過{[0305|0000803f00000000]}{color[0100]}自訂{color[ffff]}選單挑選吧！
Shoes_ThanksBadgeA_00	方便打擾一下嗎？{[0004]}你很常光顧這間店吧，\n已經算是常客了呢☆{[0004]}所以這個送你，\n這是只有常客才會收到的紀念{color[0100]}徽章{color[ffff]}喔！\n請收下吧，啾咪☆
Shoes_ThanksBadgeB_00	方便打擾一下嗎？{[0004]}你在這間店裡\n已經買下非常多的東西了☆\n實在是感恩萬分、感激不盡！\n啾咪咪咪～～～☆{[0004]}所以呢，\n這是只有貴賓才會收到的特殊{color[0100]}徽章{color[ffff]}！\n請你務必收下☆
Goods_Welcome_00	歡迎～光臨～
Goods_WelcomeS	歡迎～光臨～
Goods_WelcomeRankA_00	你好～\n歡迎來到龍宮城～{[0004]}你現在真的是相當魷型呢！\n我們也會努力地尋找能夠讓超魷型的你\n心滿意足的雜貨喔！{[0004]}店長是這麼說的！
Goods_WelcomeRankB_00	你好～\n歡迎來到龍宮城～{[0004]}超魷型的客人大駕光臨了！\n我們的商品你看得上眼嗎？\n你以後還會願意繼續光顧嗎？真是緊張……\n得再去尋找更加稀有的雜貨才行！{[0004]}店長是這麼說的！
Goods_First_00	你好～\n歡迎來到龍宮城～{[0004]}我們店裡有在販售雜貨，\n你就自己隨意逛逛吧～{[0004]}買下來的雜貨你想拿去做什麼都行，\n像是用來裝飾{color[0100]}置物櫃{color[ffff]}，\n隨你喜歡喔～
Goods_First_01	你的置物櫃就在{color[0100]}大廳{color[ffff]}的{color[0100]}置物區{color[ffff]}，\n晚點去看看吧～{[0004]}如果裡面有放東西的話，\n我想應該都是你自己的。
Goods_FirstCatalog_00	還有這個，把{color[0100]}目錄{color[ffff]}拿去吧～
Goods_FirstReward_00	只要參加對戰或打工\n就能累積{color[0100]}目錄點數{color[ffff]}。{[0004]}等{color[0100]}目錄等級{color[ffff]}提升之後就能獲得報酬，\n要記得來找我領取喔～{[0004]}這個先給你，\n這是你的第一個報酬，\n收下吧～
Goods_FirstRewardAfter_00	接下來，\n你就自己慢慢逛吧～
Goods_NewReward_00	啊～目錄等級提升了，\n來，收下報酬吧～
Goods_NewRewardAfter_00	勤奮地參加對戰或是打工吧～
Goods_ExchangeCatalog_00	嗯～\n你好像已經完成整個目錄了耶。{[0004]}那這個給你，這是新的目錄，\n收下吧～
Goods_ExchangeCatalogAfter_00	勤奮地參加對戰或是打工吧～
Goods_Offline_00	歡迎～光臨～{[0004]}……你處於離線狀態耶，\n請你在{color[0100]}大廳{color[ffff]}連接{color[0100]}網路{color[ffff]}之後再來吧——！
Goods_RankShortage_00	歡迎～光臨～{[0004]}……啊，你這樣還不行喔——！{[0004]}先去{color[0100]}大廳{color[ffff]}參加{color[0100]}占地對戰{color[ffff]}，\n等你達到{color[0100]}等級4{color[ffff]}之後再來吧——！
Goods_BuyS	你想要買幾個呢？
Goods_MoneyShortage_00	你的錢不夠喔～
Goods_SoldOut_00	……啊～已經售完了～
Goods_ThankYou_00	多謝惠顧～\n拿去裝飾位於大廳的置物櫃吧～
Goods_ThanksBadgeA_00	啊，對了～{[0004]}你已經在我們店裡\n買過很多東西了吧！\n謝謝你～！真的是感激不盡耶！{[0004]}所以呢，\n我準備了{color[0100]}徽章{color[ffff]}要送給你～！！\n這是非賣品喔！請你務必用用看！{[0004]}店長是這麼說的。
Goods_ThanksBadgeB_00	啊，對了～{[0004]}你已經在我們店裡\n買過超多東西了吧！\n這間店都是多虧有你才能繼續經營喔～\n你就是我們的救世主！{[0004]}所以呢，\n我要把這滿懷謝意的特級{color[0100]}徽章{color[ffff]}送給你！！\n希望你可以實際用用看！{[0004]}店長是這麼說的。
CommonMsg\Talk\TalkShopWeaponExp.msbt
Shooter_Short_00	主要武器{color[0100]}廣域標記槍{color[ffff]}\n是藉由擴大槍口的圓周犧牲射程\n來強化近身戰的武器。{[0004]}在近身戰時所向無敵！\n此外，也能利用{color[0100]}冰壺炸彈{color[ffff]}逼近遠處的對手，\n擁有技術性的一面！{[0004]}使用{color[0100]}終極印章{color[ffff]}正面突破也是個強大的方法，\n推薦給擅長為同伴開路的人。
Shooter_First_01	主要武器{color[0100]}楓葉射擊槍{color[ffff]}的性能\n與新葉射擊槍相同，\n但是在對戰的攻防上有不一樣的醍醐味。{[0004]}次要武器{color[0100]}魚雷{color[ffff]}與特殊武器{color[0100]}彈跳聲納{color[ffff]}\n是專門用來偵測對手位置的組合，\n可以在戰場上為同伴創造優勢！{[0004]}能以塗墨與探測的方式應戰並輔助同伴，\n推薦給重視團隊能力的人！
Shooter_Precision_00	主要武器{color[0100]}窄域標記槍{color[ffff]}\n是由工匠手工磨合並調整平衡的射擊槍，\n擁有相當高的精準度！{[0004]}在抑制子彈的分散程度後，\n雖然攻擊力稍微偏低，\n但是連射速度有所提升，所以不成問題！{[0004]}搭配次要武器{color[0100]}快速炸彈{color[ffff]}使用，\n成功在對手的腳下塗墨進行壓制後，\n就能用極為精準的連射將對手打成蜂窩！{[0004]}特殊武器{color[0100]}螃蟹坦克{color[ffff]}擁有強大的壓制力，\n所以推薦給想要盡情地阻撓對手行動的人！
Shooter_Blaze_00	主要武器{color[0100]}專業模型槍MG{color[ffff]}\n在射程與精準度上不算突出，\n但是擁有非常快的連射速度！{[0004]}只要善加利用次要武器{color[0100]}碳酸炸彈{color[ffff]}，\n移動時就會相當輕鬆，塗墨性能也很完美！\n能夠迅速地占地並輔助同伴！{[0004]}乍看之下是個只能用來塗墨的和平武器，\n但其實也能趁人不備地使用{color[0100]}鯊魚坐騎{color[ffff]}突襲，\n有著勇猛的一面！{[0004]}推薦給應戰時偏好適時進退的人，\n藉由塗墨的方式推進前線，\n並在合適的場面嶄露頭角！
Shooter_Blaze_01	主要武器{color[0100]}專業模型槍RG{color[ffff]}\n是以專業模型槍MG電鍍製成的，\n所以擁有相同的性能！{[0004]}主要武器具備優秀的連射性能，\n搭配次要武器{color[0100]}灑墨器{color[ffff]}後，\n就能發揮無與倫比的塗墨能力！{[0004]}除此之外，\n也能使用{color[0100]}讚氣彈{color[ffff]}突破敵隊防守的關鍵地點，\n推薦給注重於前線塗墨的人！
Shooter_Normal_00	主要武器{color[0100]}斯普拉射擊槍{color[ffff]}是最新款的武器，\n其前身簡單好用且潛力十足，\n所以被視為必備武器而大受好評！{[0004]}性能平衡良好的主要武器搭配了{color[0100]}吸盤炸彈{color[ffff]}，\n這樣的組合擁有絕佳的穩定性，\n無論遇到什麼樣的狀況都能應對！{[0004]}此外，特殊武器{color[0100]}終極發射{color[ffff]}可以用來突破\n對手占領的區域，也能用來防守關鍵地點，\n可以在無限種戰況中大顯身手！{[0004]}只要能夠善加利用這把武器\n讓自己學會對戰的基礎，\n就能獨當一面了！
Shooter_Normal_01	主要武器{color[0100]}斯普拉射擊槍 聯名{color[ffff]}\n是裝備品牌艾洛眼和斯普拉射擊槍\n聯名推出的款式！{[0004]}雖然性能相同，不過次要武器{color[0100]}斯普拉炸彈{color[ffff]}\n以及特殊武器{color[0100]}三重龍捲風{color[ffff]}能夠更加輕易地\n攻擊到位於遠處的對手！{[0004]}親自推進前線也能提振團隊的士氣！\n推薦給擅長帶動氣氛的人！
Shooter_Gravity_00	主要武器{color[0100]}.52加侖{color[ffff]}\n是擁有大口徑噴嘴的射擊槍，\n可以一口氣發射大量墨汁。{[0004]}雖然單發射擊擁有強大的攻擊力，\n但連射速度緩慢，所以應戰的關鍵在於\n使用{color[0100]}斯普拉防護牆{color[ffff]}好好地保護自己！{[0004]}遇到難以接近的對手時\n就靠{color[0100]}喇叭雷射5.1ch{color[ffff]}鎖定！\n用雷射將對手逼上絕路後給予最後一擊！{[0004]}推薦給想要重視防禦\n並時不時給予對手沉重打擊的人！
Shooter_QuickMiddle_00	主要武器{color[0100]}N-ZAP85{color[ffff]}\n是連射性能優秀的射擊槍，\n可以發射將混合氣比例提高至極限的墨汁！{[0004]}雖然攻擊力低，但連射與塗墨的性能超群！\n只要利用此特性，就能在塗遍各地的同時\n一步一步地將對手逼上絕路！{[0004]}等對手無路可逃時就用{color[0100]}吸盤炸彈{color[ffff]}逼其現身，\n然後再用{color[0100]}能量站{color[ffff]}強化同伴，\n一鼓作氣全面進攻！{[0004]}這就是結合塗墨與團隊合作的成果！\n推薦給想要讓隊伍穩定取勝的人！
Shooter_Expert_00	主要武器{color[0100]}頂尖射擊槍{color[ffff]}\n是斯普拉射擊槍的研發者\n製作給頂尖高手使用的款式！{[0004]}次要武器{color[0100]}標線器{color[ffff]}能偵測對手的位置\n並限制其行動，憑藉本身的射程與精準度\n掃蕩每一個角落！{[0004]}連射性能與墨汁效率普普通通，\n不過只要搭配特殊武器{color[0100]}螃蟹坦克{color[ffff]}\n就能藉著毫無破綻的攻防來彌補！{[0004]}雖然難以駕馭，\n不過最適合推薦給那些\n想要邁向更高境界的人！
Shooter_Expert_01	主要武器{color[0100]}頂尖射擊槍 聯名{color[ffff]}\n是裝備品牌鍛品與頂尖射擊槍\n聯名推出的款式！{[0004]}雖然內部構造和頂尖射擊槍相同，\n不過可以利用次要武器{color[0100]}吸盤炸彈{color[ffff]}逼出對手\n並趁機展開攻擊！{[0004]}使用特殊武器{color[0100]}讚氣彈{color[ffff]}攻擊對手群聚之處\n就可以一網打盡！出現漏網之魚時\n也能利用主要武器的長遠射程收拾對手！{[0004]}如果技術沒有磨練到一定的程度\n是很難駕馭這把武器的，\n所以使用時建議保持專注！
Shooter_Heavy_00	主要武器{color[0100]}.96加侖{color[ffff]}是裝設了長槍管\n還有大型墨汁槽的射擊槍，\n擁有傲人的長遠射程與強大攻擊力！{[0004]}相對的，在連射性能上較不可靠，\n建議搭配次要武器{color[0100]}灑墨器{color[ffff]}，\n在占地的同時以單發射擊確實命中對手！{[0004]}{color[0100]}吸墨機{color[ffff]}可以用來輔助陷入危機的同伴！\n推薦給願意和隊友同心協力應戰的\n戰術派人士！
Shooter_Long_00	主要武器{color[0100]}噴射清潔槍{color[ffff]}\n是強化了泵壓的射擊槍，\n射程足以與蓄力狙擊槍匹敵！{[0004]}雖然主要武器的攻擊力稍微偏低，\n但只要用次要武器{color[0100]}標線器{color[ffff]}找出對手的位置，\n就能活用射程的優勢單方面展開猛攻！{[0004]}而且有了{color[0100]}吸墨機{color[ffff]}，就算炸彈飛過來也不怕！\n推薦給想要從遠距離\n冷酷且巧妙地將對手逼上絕路的人！
Shooter_QuickLong_00	主要武器{color[0100]}太空射擊槍{color[ffff]}\n是以射程與連射力兼具為目標\n研發製成的射擊槍！{[0004]}擁有強大的塗墨能力，但攻擊力也相對較低，\n所以對戰時建議活用長遠的射程\n輔助位於前線的同伴。{[0004]}使用{color[0100]}定點偵測器{color[ffff]}就能讓同伴知道對手位置，\n發現同伴沒能順利擊倒的對手時，\n就靠{color[0100]}喇叭雷射5.1ch{color[ffff]}給予最後一擊吧！{[0004]}可以從遠處塗墨幫助前線的同伴推進\n並同時趁隙攻擊對手！\n推薦給喜歡收割戰果的人！
Blaster_Short_00	主要武器{color[0100]}新星爆破槍{color[ffff]}是近身戰用的爆破槍，\n與可愛的外觀相反，\n採用了會在短時間內爆炸的強大墨汁。{[0004]}雖然可以連射，但是射程短，\n所以必須善加利用次要武器{color[0100]}斯普拉炸彈{color[ffff]}，\n逼對手移動，使其受到爆炸的衝擊。{[0004]}遇到從遠處來襲的對手時，只要用特殊武器\n{color[0100]}觸手噴射{color[ffff]}繞到對方的背後再展開轟炸\n就能帥氣地反擊！{[0004]}推薦給能夠完整觀察戰場地形\n以及看穿對手行動的聰明人！
Blaster_Short_01	主要武器{color[0100]}新星爆破槍 新型{color[ffff]}\n是新星爆破槍的微幅改裝款式，\n雖然外形沒有改動，但是表面做了霧面處理。{[0004]}在面對位於遠處而難以應付的對手時，\n就利用次要武器{color[0100]}碳酸炸彈{color[ffff]}牽制並偷偷接近，\n然後讓對手嚐嚐主要武器的爆炸威力吧！{[0004]}無法順利縮短距離時，\n還可以靠{color[0100]}終極印章{color[ffff]}強行突破！\n把對手壓成魷魚乾！{[0004]}在這把武器可愛的外表之下\n蘊藏了猛烈的攻擊性，\n推薦給喜歡有反差感的人！
Blaster_Middle_00	主要武器{color[0100]}火熱爆破槍{color[ffff]}\n是屬於{color[0100]}爆破槍{color[ffff]}種類的武器之一，\n可以發射接觸到空氣後就會爆炸的墨汁。{[0004]}射程與連射性能都馬馬虎虎，\n但是如果直接命中就能造成極大的傷害！\n也能利用爆炸的衝擊命中躲在牆後的對手！{[0004]}要是對手遲遲不肯現身的話，\n那就送給對手{color[0100]}機器人炸彈{color[ffff]}這份大禮，\n看準對方現身時展開轟炸可是很華麗的喔~{[0004]}當對手逼近的時候也有{color[0100]}巨大防護罩{color[ffff]}能用，\n所以不成問題！\n推薦給想要在應戰時掌控對手行動的人！
Blaster_Long_00	主要武器{color[0100]}遠距爆破槍{color[ffff]}\n是延緩了墨汁氧化速度的爆破槍，\n藉此延長了從發射到爆炸的距離！{[0004]}由於構造特殊，所以連射速度有些微下降，\n不過可以用{color[0100]}吸盤炸彈{color[ffff]}逼出對手，\n再憑藉本身的長遠射程擊倒對方！{[0004]}只要利用特殊武器{color[0100]}彈跳聲納{color[ffff]}\n掌握對手的所在位置，\n就算是躲在牆壁後面也一樣無所遁形！{[0004]}推薦給想要像個獵人一樣，\n從遠方慢慢地將獵物逼上絕路的人！
Blaster_LightShort_00	主要武器{color[0100]}衝塗爆破槍{color[ffff]}\n是追求連射性能的爆破槍！\n爆炸與快速的連射能使對手無法靠近！{[0004]}隨著連射力有所提升，攻擊力也相對較低，\n因此建議使用次要武器{color[0100]}斯普拉炸彈{color[ffff]}追擊，\n讓對手無路可逃！{[0004]}遇到逃過上述所有攻擊的對手時\n就使用{color[0100]}終極發射{color[ffff]}猛攻！\n推薦給想要不停地進攻擾亂前線的人！
Blaster_Light_00	主要武器{color[0100]}快速爆破槍{color[ffff]}\n是抑制了墨汁消耗量\n並提高了連射性能的爆破槍。{[0004]}相對的，攻擊力有些許下降，\n不過藉由次要武器{color[0100]}墨汁陷阱{color[ffff]}，\n可以讓同伴得知對手的位置並合力追擊！{[0004]}能靠強大的連射性能降下槍林彈雨，\n還能再設置{color[0100]}三重龍捲風{color[ffff]}，可說是如虎添翼！\n相當適合防守！{[0004]}推薦給步調與同伴一致\n且想要防守要點的人！
Blaster_LightLong_00	主要武器{color[0100]}快速爆破槍 精英{color[ffff]}\n是讓墨汁氧化程度達到極限的爆破槍，\n擁有最長的射程！{[0004]}利用次要武器{color[0100]}毒霧{color[ffff]}纏住對手後\n就等同是勝券在握了！趁對手行動緩慢時\n用爆炸的墨汁來招呼對方！{[0004]}遇到主動接近的對手就用{color[0100]}吸墨機{color[ffff]}反擊！\n推薦給喜歡享受技術性攻防的人！
Shooter_TripleQuick_00	主要武器{color[0100]}L3捲管槍{color[ffff]}\n是三發點放式的射擊槍，\n只要按1次扳機即可連續發射3發子彈！{[0004]}由於按住{[030c|0000803f00000000]}無法連射，\n所以必須仰賴{color[0100]}冰壺炸彈{color[ffff]}掌控對手的行動，\n然後再看準時機展開攻勢！{[0004]}遭到包圍的時候就靠{color[0100]}螃蟹坦克{color[ffff]}！\n可以出其不意、攻其不備，\n化危機為轉機，翻轉戰局！{[0004]}這是一把攻守平衡而且簡單好用的武器，\n就算是不曾使用過三發點放式武器的人\n也一樣非常推薦！
