00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	ゴー！
plz001_4_02_C_00_kp	{c[ffdc0f]}チャレンジロード{c[ffffff]}を うまく{r2[すす]}進{/r2}めるコツは\r\n\x0e\x01\x06\x02\n\0た\x0e\x01\x06\x02\x04\0まに{r2[ちが]}違{/r2}うイベントで、\x0e\x01\x06\x02\n\0{r2[き]}気{/r2}\x0e\x01\x06\x02\x04\0{r2[ぶん]}分{/r2}を{r2[か]}変{/r2}えること。
plz001_4_02_C_01_kp	これは{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}の {r2[おし]}教{/r2}えですよね？\r\n\x0e\x01\x06\x02\x1e\0そ\x0e\x01\x06\x02\x04\0の{r2[むかし]}昔{/r2}、\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\x04\0{r2[き]}聞{/r2}きしました！
plz001_4_02_C_02_kp	…え？ \x0e\x01\x06\x02\n\0{r2[い]}言{/r2}\x0e\x01\x06\x02\x04\0ったの{r2[わす]}忘{/r2}れたんですか？？\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\x04\0…さ、\x0e\x01\x06\x02\n\0さ\x0e\x01\x06\x02\x04\0びしいなぁー。
plz001_4_02_D_00	おー！ \x0e\x01\x06\x02\n\0{c[ffdc0f]}チ{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}ャレンジロード{c[ffffff]}のゴールまで\r\n\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と{r2[すこ]}少{/r2}しじゃ ないか！
plz001_4_02_D_01	わたしは、\x0e\x01\x06\x02\n\0{r2[ちゅう]}中{/r2}\x0e\x01\x06\x02\x04\0{r2[りつ]}立{/r2}のスタッフだけど\r\n\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\x04\0まえのことは {r2[おうえん]}応援{/r2}したく なるんだよなぁ。
plz001_4_02_D_02	…ここだけの{r2[はなし]}話{/r2}、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}キノピオ{c[ffffff]}と{c[ffdc0f]}キノピコ{c[ffffff]}も\r\n\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\x04\0まえを {r2[おうえん]}応援{/r2}してるらしいぞ！！
plz001_4_02_D_00_kp	おー！ \x0e\x01\x06\x02\n\0{c[ffdc0f]}チ{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}ャレンジロード{c[ffffff]}のゴールまで\r\n\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と{r2[すこ]}少{/r2}しじゃ ないですかー！
plz001_4_02_D_01_kp	わたしは、\x0e\x01\x06\x02\n\0{r2[ちゅう]}中{/r2}\x0e\x01\x06\x02\x04\0{r2[りつ]}立{/r2}のスタッフですが\r\n\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}のことは {r2[おうえん]}応援{/r2}したくなるんです。
plz001_4_02_D_02_kp	…{r2[じつ]}実{/r2}は、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0タッフ{r2[ぜんいん]}全員{/r2}{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}を\r\n\x0e\x01\x06\x02\n\0{r2[おう]}応{/r2}\x0e\x01\x06\x02\x04\0{r2[えん]}援{/r2}してるんですよ。\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\x04\0ほ、\x0e\x01\x06\x02\n\0ホ\x0e\x01\x06\x02\x04\0ントですよ！
plz001_4_40_A_00	…わたくし、\x0e\x01\x06\x02\n\0{c[ffdc0f]}た\x0e\x01\x06\x02\x04\0つじん{c[ffffff]}と{r2[よ]}呼{/r2}ばれる\r\n\x0e\x01\x06\x02\n\0{r2[つよ]}強{/r2}\x0e\x01\x06\x02\x04\0さを {r2[み]}身{/r2}につけてしまいました。
plz001_4_40_A_01	ぜひ、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0なたと\r\n\x0e\x01\x06\x02\n\0{r2[しょう]}勝{/r2}\x0e\x01\x06\x02\x04\0{r2[ぶ]}負{/r2}してみたいと {r2[おも]}思{/r2}っています！
plz001_4_40_A_02	…わたくしを、\x0e\x01\x06\x02\n\0イ\x0e\x01\x06\x02\x04\0ベントに{r2[つ]}連{/r2}れて{r2[い]}行{/r2}って\r\n\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0ただけませんか？
plz001_4_40_A_03	ありがとうございます！\r\n\x0e\x01\x06\x02\x1e\0わ\x0e\x01\x06\x02\x04\0たくし、\x0e\x01\x06\x02\n\0と\x0e\x01\x06\x02\x04\0っても{r2[つよ]}強{/r2}いんですのよ。
plz001_4_40_A_04	そうですか……{r2[ざんねん]}残念{/r2}ですわ。
plz001_4_40_B_00	…わたし、\x0e\x01\x06\x02\n\0{c[ffdc0f]}た\x0e\x01\x06\x02\x04\0つじん{c[ffffff]}と{r2[よ]}呼{/r2}ばれる\r\n\x0e\x01\x06\x02\n\0{r2[つよ]}強{/r2}\x0e\x01\x06\x02\x04\0さを {r2[み]}身{/r2}につけました。
plz001_4_40_B_01	きっと、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0なたの\r\n\x0e\x01\x06\x02\n\0よ\x0e\x01\x06\x02\x04\0きライバルに なれます。
plz001_4_40_B_02	…わたしを、\x0e\x01\x06\x02\n\0イ\x0e\x01\x06\x02\x04\0ベントに\r\n\x0e\x01\x06\x02\n\0{r2[つ]}連{/r2}\x0e\x01\x06\x02\x04\0れていってください。
plz001_4_40_B_03	ありがとうございます。\r\n\x0e\x01\x06\x02\x1e\0わ\x0e\x01\x06\x02\x04\0たしの{r2[つよ]}強{/r2}さに、\x0e\x01\x06\x02\n\0き\x0e\x01\x06\x02\x04\0っと{r2[おどろ]}驚{/r2}くと{r2[おも]}思{/r2}います。
plz001_4_40_B_04	そうですか……{r2[ざんねん]}残念{/r2}です。
plz001_4_40_C_00	ヨッシー！ \x0e\x01\x06\x02\n\0ヨ\x0e\x01\x06\x02\x04\0ッシー！ \x0e\x01\x06\x02\n\0ヨ\x0e\x01\x06\x02\x04\0ッシー！\r\n（ねぇねぇ！ \x0e\x01\x06\x02\n\0{c[ffdc0f]}た\x0e\x01\x06\x02\x04\0つじん{c[ffffff]}の{r2[つよ]}強{/r2}さになったよ！）
plz001_4_40_C_01	ヨッシー！ \x0e\x01\x06\x02\n\0ヨ\x0e\x01\x06\x02\x04\0ッシー！\r\n（{r2[いま]}今{/r2}なら、\x0e\x01\x06\x02\n\0キ\x0e\x01\x06\x02\x04\0ミにも{r2[ま]}負{/r2}けないよ！）
plz001_4_40_C_02	ヨッシー！ \x0e\x01\x06\x02\n\0ヨ\x0e\x01\x06\x02\x04\0ッシー！\r\n(ねぇ、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0っしょにイベントへ{r2[い]}行{/r2}こうよ！)
plz001_4_40_C_03	ヨッシー！ \x0e\x01\x06\x02\n\0ヨ\x0e\x01\x06\x02\x04\0ッシー！\r\n（ボク、\x0e\x01\x06\x02\n\0と\x0e\x01\x06\x02\x04\0っても{r2[つよ]}強{/r2}いからね！）
plz001_4_40_C_04	ヨッシー。\r\n(そうか…{r2[ざんねん]}残念{/r2}だな)
plz001_4_40_D_00	オレさまは、\x0e\x01\x06\x02\n\0{c[ffdc0f]}た\x0e\x01\x06\x02\x04\0つじん{c[ffffff]}と{r2[よ]}呼{/r2}ばれる\r\n\x0e\x01\x06\x02\n\0{r2[つよ]}強{/r2}\x0e\x01\x06\x02\x04\0さを {r2[み]}身{/r2}につけたぜー！
plz001_4_40_D_01	きっと、\x0e\x01\x06\x02\n\0オ\x0e\x01\x06\x02\x04\0マエの\r\n\x0e\x01\x06\x02\n\0{r2[て]}手{/r2}\x0e\x01\x06\x02\x04\0{r2[ごわ]}強{/r2}いライバルに なるぞ！
plz001_4_40_D_02	…なぁ、\x0e\x01\x06\x02\n\0オ\x0e\x01\x06\x02\x04\0レさまのチカラが\r\n\x0e\x01\x06\x02\n\0{r2[ひつ]}必{/r2}\x0e\x01\x06\x02\x04\0{r2[よう]}要{/r2}なんだろ？
plz001_4_40_D_03	わかった わかった！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レさまの {r2[つよ]}強{/r2}さを{r2[あじ]}味{/r2}わえー！
plz001_4_40_D_04	おいおい！ \x0e\x01\x06\x02\n\0ケ\x0e\x01\x06\x02\x04\0チだなーオマエ！
plz001_4_40_E_00	オレさまは、\x0e\x01\x06\x02\n\0{c[ffdc0f]}た\x0e\x01\x06\x02\x04\0つじん{c[ffffff]}と{r2[よ]}呼{/r2}ばれる\r\n\x0e\x01\x06\x02\n\0{r2[つよ]}強{/r2}\x0e\x01\x06\x02\x04\0さを {r2[み]}身{/r2}につけてしまったぜ！
plz001_4_40_E_01	きっと、\x0e\x01\x06\x02\n\0オ\x0e\x01\x06\x02\x04\0マエの\r\n\x0e\x01\x06\x02\n\0{r2[て]}手{/r2}\x0e\x01\x06\x02\x04\0{r2[ごわ]}強{/r2}いライバルに なるな。
plz001_4_40_E_02	…なんなら オレさまが\r\n\x0e\x01\x06\x02\n\0{r2[いっ]}一{/r2}\x0e\x01\x06\x02\x04\0{r2[しょ]}緒{/r2}に {r2[い]}行{/r2}ってもいいぜ？
plz001_4_40_E_03	そうこなくっちゃ！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レさまの {r2[つよ]}強{/r2}さを{r2[おも]}思{/r2}い{r2[し]}知{/r2}れー！
plz001_4_40_E_04	オレさまを {r2[つ]}連{/r2}れて{r2[い]}行{/r2}かないなんて\r\n\x0e\x01\x06\x02\n\0{r2[こう]}後{/r2}\x0e\x01\x06\x02\x04\0{r2[かい]}悔{/r2}するぜ！
plz001_4_09_A_00	どんな{r2[とき]}時{/r2}も、\r\n\x0e\x01\x06\x02\n\0{r2[お]}落{/r2}\x0e\x01\x06\x02\x04\0ち{r2[つ]}着{/r2}いて {r2[たたか]}戦{/r2}うのが{r2[だいじ]}大事{/r2}だぞ！
plz001_4_09_A_01	{r2[お]}落{/r2}ち{r2[つ]}着{/r2}いていれば、\r\n\x0e\x01\x06\x02\n\0{r2[め]}目{/r2}\x0e\x01\x06\x02\x04\0を {r2[と]}閉{/r2}じてても {r2[か]}勝{/r2}てる！！
plz001_4_09_A_02	…あ、\x0e\x01\x06\x02\n\0{r2[い]}言{/r2}\x0e\x01\x06\x02\x04\0いすぎた！\r\n\x0e\x01\x06\x02\x1e\0{r2[め]}目{/r2}\x0e\x01\x06\x02\x04\0は {r2[あ]}開{/r2}けてくれ！ \x0e\x01\x06\x02\n\0{r2[ま]}負{/r2}\x0e\x01\x06\x02\x04\0けてしまうぞ！
plz001_4_09_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}！ \x0e\x01\x06\x02\n\0ど\x0e\x01\x06\x02\x04\0んな{r2[とき]}時{/r2}も、\r\n\x0e\x01\x06\x02\n\0{r2[お]}落{/r2}\x0e\x01\x06\x02\x04\0ち{r2[つ]}着{/r2}いて {r2[たたか]}戦{/r2}うことが{r2[だいじ]}大事{/r2}です。
plz001_4_09_A_01_kp	{r2[お]}落{/r2}ち{r2[つ]}着{/r2}いて {r2[たたか]}戦{/r2}えば、\r\n\x0e\x01\x06\x02\n\0{r2[かなら]}必{/r2}\x0e\x01\x06\x02\x04\0ず{r2[か]}勝{/r2}てます！
plz001_4_09_A_02_kp	{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}なら、\x0e\x01\x06\x02\n\0{r2[め]}目{/r2}\x0e\x01\x06\x02\x04\0を{r2[と]}閉{/r2}じてても\r\n\x0e\x01\x06\x02\n\0{r2[か]}勝{/r2}\x0e\x01\x06\x02\x04\0てるはずです！！
plz001_4_09_B_00	スゴいぞ！\r\n\x0e\x01\x06\x02\x1e\0よ\x0e\x01\x06\x02\x04\0くここまで、\x0e\x01\x06\x02\n\0チ\x0e\x01\x06\x02\x04\0ャレンジしたな！
plz001_4_09_B_01	もう{r2[だれ]}誰{/r2}も、\x0e\x01\x06\x02\n\0オ\x0e\x01\x06\x02\x04\0マエを{r2[と]}止{/r2}められないぞ！\r\n\x0e\x01\x06\x02\x1e\0{r2[とお]}通{/r2}\x0e\x01\x06\x02\x04\0せんぼが{r2[とくい]}得意{/r2}な、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0のオレでさえな！！
plz001_4_09_B_00_kp	さすがは{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}…\r\n\x0e\x01\x06\x02\x1e\0あ\x0e\x01\x06\x02\x04\0まりのスゴさに、\x0e\x01\x06\x02\n\0ゾ\x0e\x01\x06\x02\x04\0クゾクします。
plz001_4_09_B_01_kp	{r2[ふる]}震{/r2}えが{r2[と]}止{/r2}まりません。\r\n\x0e\x01\x06\x02\x1e\0バ\x0e\x01\x06\x02\x04\0タンと、\x0e\x01\x06\x02\n\0{r2[たお]}倒{/r2}\x0e\x01\x06\x02\x04\0れて しまいそうです！
plz001_4_11_A_00	オヌシに {r2[た]}足{/r2}りないものを\r\n\x0e\x01\x06\x02\n\0ワ\x0e\x01\x06\x02\x04\0シが{r2[おし]}教{/r2}えてやろう。
plz001_4_11_A_01	…それは ユーモアじゃ！！\r\n\x0e\x01\x06\x02\x1e\0{r2[こころ]}心{/r2}\x0e\x01\x06\x02\x04\0に ユーモアを{r2[も]}持{/r2}つのじゃ。
plz001_4_11_A_02	さすれば…{c[ffdc0f]}スーパースター{c[ffffff]}に\r\n\x0e\x01\x06\x02\n\0な\x0e\x01\x06\x02\x04\0れるじゃろう！ \x0e\x01\x06\x02\n\0フ\x0e\x01\x06\x02\x04\0ォッフォッ！
plz001_4_11_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}に {r2[た]}足{/r2}りないものを\r\n\x0e\x01\x06\x02\n\0ワ\x0e\x01\x06\x02\x04\0シが{r2[おし]}教{/r2}えて さしあげましょう。
plz001_4_11_A_01_kp	…とは{r2[い]}言{/r2}ってみたものの…\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\x04\0{r2[た]}足{/r2}りないものなど、\x0e\x01\x06\x02\n\0ご\x0e\x01\x06\x02\x04\0ざいませぬ！！
plz001_4_11_A_02_kp	このまま {c[ffdc0f]}スーパースター{c[ffffff]}への{r2[みち]}道{/r2}を\r\n\x0e\x01\x06\x02\n\0{r2[つ]}突{/r2}\x0e\x01\x06\x02\x04\0き{r2[すす]}進{/r2}んでくだされ！！
plz001_4_11_B_00	{r2[けわ]}険{/r2}しい{r2[みち]}道{/r2}のりを、\x0e\x01\x06\x02\n\0よ\x0e\x01\x06\x02\x04\0くぞここまで {r2[すす]}進{/r2}んだのう。\r\n\x0e\x01\x06\x02\x1e\0た\x0e\x01\x06\x02\x04\0いしたもんじゃ。
plz001_4_11_B_01	ワシを {r2[おどろ]}驚{/r2}かせたのは\r\n\x0e\x01\x06\x02\n\0オ\x0e\x01\x06\x02\x04\0ヌシがはじめてじゃ。
plz001_4_11_B_02	…ぶっちゃけて {r2[い]}言{/r2}うと、\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0ヌシを {r2[そんけい]}尊敬{/r2}しておる！ \x0e\x01\x06\x02\n\0フ\x0e\x01\x06\x02\x04\0ォッフォッ！！
plz001_4_11_B_00_kp	さすがは、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}！！\r\n\x0e\x01\x06\x02\x1e\0ワ\x0e\x01\x06\x02\x04\0シの {r2[みた]}見立{/r2}て{r2[どお]}通{/r2}りじゃ。
plz001_4_11_B_01_kp	{r2[おおあば]}大暴{/r2}れする {c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}を{r2[み]}見{/r2}て\r\n\x0e\x01\x06\x02\n\0ワ\x0e\x01\x06\x02\x04\0シの{r2[からだ]}体{/r2}も {r2[あつ]}熱{/r2}くなっております！
plz001_4_11_B_02_kp	{r2[あつ]}熱{/r2}くなりすぎて…\r\n\x0e\x01\x06\x02\x1e\0{r2[だい]}大{/r2}\x0e\x01\x06\x02\x04\0{r2[ばくはつ]}爆発{/r2}を {r2[お]}起{/r2}こしそうですぞー！！
plz001_4_14_A_00	オマエ、\x0e\x01\x06\x02\n\0す\x0e\x01\x06\x02\x04\0ごいなー！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レには ムリだよ！
plz001_4_14_A_01	…あ、\x0e\x01\x06\x02\n\0コ\x0e\x01\x06\x02\x04\0ツとか あるんだろ？
plz001_4_14_A_02	だれにも {r2[い]}言{/r2}わないから、\x0e\x01\x06\x02\n\0{r2[おし]}教{/r2}\x0e\x01\x06\x02\x04\0えてよー！
plz001_4_14_A_03	オマエ、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0ゴいなー！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レには ムリだよ！
plz001_4_14_A_04	オマエ、\x0e\x01\x06\x02\n\0ち\x0e\x01\x06\x02\x04\0ょっとした ヒーローだよ。
plz001_4_14_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}さま、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0ゴいですよー！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レには ムリです！
plz001_4_14_A_01_kp	…あ、\x0e\x01\x06\x02\n\0コ\x0e\x01\x06\x02\x04\0ツとか\r\n\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0るんですよね？
plz001_4_14_A_02_kp	{r2[おし]}教{/r2}えてくださいよー！\r\n\x0e\x01\x06\x02\x1e\0だ\x0e\x01\x06\x02\x04\0れにも {r2[い]}言{/r2}いませんよー！
plz001_4_30_A_01	{r2[のこ]}残{/r2}る{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！\r\n\x0e\x01\x06\x02\x1e\0ワ\x0e\x01\x06\x02\x04\0ガハイも あきらめないぞ！
plz001_4_30_A_02	…どうだ？\r\n\x0e\x01\x06\x02\x1e\0ワ\x0e\x01\x06\x02\x04\0ガハイと{r2[いっしょ]}一緒{/r2}に {r2[い]}行{/r2}くか？
plz001_4_30_A_03	よし！ \x0e\x01\x06\x02\n\0{r2[い]}行{/r2}\x0e\x01\x06\x02\x04\0ってやろう！\r\n\x0e\x01\x06\x02\x1e\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0になって ますます{r2[も]}盛{/r2}り{r2[あ]}上{/r2}がってきたな！
plz001_4_30_A_04	ワガハイの{r2[よ]}良{/r2}さが わからないなんて、\r\n\x0e\x01\x06\x02\n\0か\x0e\x01\x06\x02\x04\0わいそうなヤツだ！
plz001_4_30_B_01	{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！
plz001_4_30_B_02	いっしょに {r2[い]}行{/r2}ってやろうか？
plz001_4_30_B_03	じゃあ、\x0e\x01\x06\x02\n\0{r2[い]}行{/r2}\x0e\x01\x06\x02\x04\0ってやる！\r\n\x0e\x01\x06\x02\x1e\0ち\x0e\x01\x06\x02\x04\0ょっとねむいけど、\x0e\x01\x06\x02\n\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0もがんばるぞー！
plz001_4_30_B_04	じゃあ、\x0e\x01\x06\x02\n\0{r2[い]}行{/r2}\x0e\x01\x06\x02\x04\0ってやらない！
plz001_4_30_C_00	{r2[よる]}夜{/r2}になって、\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\x04\0ーティも\r\n\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0よいよ クライマックスだよ！
plz001_4_30_C_02	いっしょに {r2[つ]}連{/r2}れてってくれないかな？
plz001_4_30_C_03	ありがとう！\r\n\x0e\x01\x06\x02\x1e\0が\x0e\x01\x06\x02\x04\0んばるよ！
plz001_4_30_C_04	そっか…{r2[ざんねん]}残念{/r2}。
plz001_4_30_D_01	{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！\r\n\x0e\x01\x06\x02\x1e\0あ\x0e\x01\x06\x02\x04\0きらめないぞ！
plz001_4_30_D_02	いっしょに つれてけー！ 
plz001_4_30_D_03	{r2[くら]}暗{/r2}いからって、\x0e\x01\x06\x02\n\0ふ\x0e\x01\x06\x02\x04\0まないでくれよな！
plz001_4_30_D_04	オレの よさがわからないなんて\r\n\x0e\x01\x06\x02\n\0か\x0e\x01\x06\x02\x04\0わいそうだな！
plz001_4_30_E_00	…{r2[よる]}夜{/r2}になって、\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\x04\0ーティも\r\n\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0よいよ クライマックスだね。
plz001_4_30_E_02	…いっしょに {r2[い]}行{/r2}きたいな。
plz001_4_30_E_03	…ありがとう。\r\n\x0e\x01\x06\x02\x1e\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0でも がんばるよ。
plz001_4_30_E_04	…ざんねん。
plz001_4_30_A_01_kp	{r2[のこ]}残{/r2}る{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！\r\n\x0e\x01\x06\x02\x1e\0{r2[おや]}親{/r2}\x0e\x01\x06\x02\x04\0{r2[こ]}子{/r2}で {r2[さいご]}最後{/r2}までがんばるのだ！
plz001_4_30_A_02_kp	…どうだ？\r\n\x0e\x01\x06\x02\x1e\0ワ\x0e\x01\x06\x02\x04\0ガハイと{r2[いっしょ]}一緒{/r2}に {r2[い]}行{/r2}くか？
plz001_4_30_A_03_kp	さすがは、{c[ffdc0f]}Jr.{c[ffffff]}だ！\r\n\x0e\x01\x06\x02\x1e\0{r2[いっ]}一{/r2}\x0e\x01\x06\x02\x04\0{r2[しょ]}緒{/r2}に ラストスパートだ！
plz001_4_30_A_04_kp	ど、\x0e\x01\x06\x02\n\0ど\x0e\x01\x06\x02\x04\0うした？\r\n\x0e\x01\x06\x02\x1e\0な\x0e\x01\x06\x02\x04\0ぜ、\x0e\x01\x06\x02\n\0{r2[いっ]}一{/r2}\x0e\x01\x06\x02\x04\0{r2[しょ]}緒{/r2}に{r2[い]}行{/r2}かない！？
plz001_4_30_B_01_kp	{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！\r\n\x0e\x01\x06\x02\x1e\0お\x0e\x01\x06\x02\x04\0とうさん、\x0e\x01\x06\x02\n\0さ\x0e\x01\x06\x02\x04\0いごまでがんばろう！
plz001_4_30_B_02_kp	いっしょに {r2[い]}行{/r2}こうよー！
plz001_4_30_B_03_kp	さすがは、\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\x04\0とうさん！\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\x04\0っしょに ラストスパートだね！
plz001_4_30_B_04_kp	あれー、\x0e\x01\x06\x02\n\0つ\x0e\x01\x06\x02\x04\0れてってくれないのー？
plz001_4_30_C_01_kp	{r2[のこ]}残{/r2}る{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}ク{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}ッパ{r2[ぐんだん]}軍団{/r2}{c[ffffff]}も {r2[さいご]}最後{/r2}までがんばります！
plz001_4_30_C_02_kp	…{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}！\r\n\x0e\x01\x06\x02\x1e\0{r2[つ]}連{/r2}\x0e\x01\x06\x02\x04\0れて{r2[い]}行{/r2}ってくれませんか？
plz001_4_30_C_03_kp	ありがとうございます！\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\x04\0っしょに ラストスパートしましょう！
plz001_4_30_C_04_kp	そうですか…{r2[ざんねん]}残念{/r2}です。
plz001_4_30_D_01_kp	{c[ffdc0f]}スタージュエル{c[ffffff]}は、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0と1つ！\r\n\x0e\x01\x06\x02\x1e\0さ\x0e\x01\x06\x02\x04\0いごまで がんばります！
plz001_4_30_D_02_kp	…{c[ffdc0f]}[n0]{c[ffffff]}さま！\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\x04\0っしょに つれてってください！
plz001_4_30_D_03_kp	ありがとうございます！\r\n\x0e\x01\x06\x02\x1e\0が\x0e\x01\x06\x02\x04\0んばります！
plz001_4_30_D_04_kp	そうですか…。
plz001_4_30_E_00_kp	…{r2[よる]}夜{/r2}になって、\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\x04\0ーティも\r\n\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0よいよ クライマックスです。
plz001_4_30_E_02_kp	…{c[ffdc0f]}[n0]{c[ffffff]}さま、\r\n\x0e\x01\x06\x02\n\0つ\x0e\x01\x06\x02\x04\0れて{r2[い]}行{/r2}ってくれませんか？
plz001_4_30_E_03_kp	ありがとうございます。\r\n\x0e\x01\x06\x02\x1e\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0でも、\x0e\x01\x06\x02\n\0が\x0e\x01\x06\x02\x04\0んばります。
plz001_4_30_E_04_kp	…ざんねんです。
plz001_4_30_F_01	{r2[ぜん]}全{/r2}チャレンジ{r2[かんりょう]}完了{/r2}まで、\x0e\x01\x06\x02\n\0も\x0e\x01\x06\x02\x04\0うすぐ！\r\n\x0e\x01\x06\x02\x1e\0ぐ\x0e\x01\x06\x02\x04\0ぬぬ、\x0e\x01\x06\x02\n\0や\x0e\x01\x06\x02\x04\0るなー！！！
plz001_4_30_F_02	…どうだ？\r\n\x0e\x01\x06\x02\x1e\0ワ\x0e\x01\x06\x02\x04\0ガハイと{r2[いっしょ]}一緒{/r2}に {r2[い]}行{/r2}くか？
plz001_4_30_F_03	なかなか、\x0e\x01\x06\x02\n\0{r2[はなし]}話{/r2}\x0e\x01\x06\x02\x04\0のわかるヤツだな！\r\n\x0e\x01\x06\x02\x1e\0{r2[いっ]}一{/r2}\x0e\x01\x06\x02\x04\0{r2[しょ]}緒{/r2}に {r2[い]}行{/r2}ってやろう！ 
plz001_4_30_F_04	ワガハイの{r2[よ]}良{/r2}さが わからないなんて、\r\n\x0e\x01\x06\x02\n\0か\x0e\x01\x06\x02\x04\0わいそうなヤツだ！
plz001_4_30_G_01	チャレンジのゴールまで、\x0e\x01\x06\x02\n\0も\x0e\x01\x06\x02\x04\0うすぐ！\r\n\x0e\x01\x06\x02\x1e\0く\x0e\x01\x06\x02\x04\0っそー！ \x0e\x01\x06\x02\n\0や\x0e\x01\x06\x02\x04\0るなー！！
plz001_4_30_G_02	…いっしょに {r2[い]}行{/r2}ってやろうか？
plz001_4_30_G_03	そんなに {r2[い]}言{/r2}うなら\r\n\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0っしょに {r2[い]}行{/r2}ってやろう！
